Student_Name,Gender,Grade_Level,Section,Payment_Status,Favorite_Subject,Extracurricular,Tuition_Fee,Monthly_Allowance,Current_GPA,Enrollment_Date,Date_of_Birth
Miranda Gomez,Non-binary,Grade 3,B-Emerald,Late Payment,Science,None,18444.44,2051,82.62,2025-09-14,2019-01-26
Vanessa Gilmore,Female,Grade 1,A-Diamond,Late Payment,History,None,41968.98,838,76.41,2025-07-24,2018-02-14
Mr. Scott Obrien DDS,Male,Grade 12,B-Emerald,Late Payment,Mathematics,Student Council,37242.45,2264,78.95,2026-02-03,2016-06-03
Troy Kim,Female,Grade 7,D-Ruby,Scholarship,Mathematics,None,27483.68,2196,82.25,2025-06-27,2019-03-23
Jeffery Young,Non-binary,Grade 11,C-Sapphire,Installment,History,Arts Club,36621.01,1619,83.99,2026-04-14,2008-06-26
Mrs. Amy Carroll,Male,Grade 1,B-Emerald,Installment,Mathematics,Varsity,27884.18,3760,79.84,2026-01-05,2013-09-16
Stephanie Reyes,Non-binary,Grade 11,D-Ruby,Scholarship,Mathematics,Arts Club,21597.41,1537,97.42,2025-07-31,2016-07-25
Christopher Reese,Male,Grade 7,C-Sapphire,Scholarship,History,Arts Club,19523.33,2805,93.74,2025-12-20,2009-12-26
Jason Hardin,Male,Grade 11,B-Emerald,Scholarship,History,None,42361.26,3626,96.02,2025-08-04,2011-03-30
Barbara Stokes,Female,Grade 11,D-Ruby,Full Payment,Mathematics,Arts Club,34192.4,4606,78.85,2026-05-03,2011-04-29
Melissa Mckay,Female,Grade 1,B-Emerald,Late Payment,History,Arts Club,39144.59,3410,95.68,2025-07-13,2014-09-16
Michael Thomas,Female,Grade 3,B-Emerald,Full Payment,Literature,Varsity,32139.17,4516,86.16,2026-04-29,2016-02-05
Adriana Riley,Male,Grade 1,B-Emerald,Full Payment,History,Student Council,42595.64,3001,81.03,2026-03-26,2020-03-05
Thomas Chavez,Non-binary,Grade 3,B-Emerald,Installment,Mathematics,Arts Club,27268.52,3135,96.41,2025-11-23,2010-12-04
Rachel Schmidt,Non-binary,Grade 9,B-Emerald,Installment,Science,Student Council,37794.22,2207,83.74,2026-01-27,2012-01-03
Bradley Jacobs,Non-binary,Grade 11,D-Ruby,Scholarship,Computer Science,Glee Club,38375.89,1225,97.17,2026-02-03,2017-06-25
Rebecca Powell,Non-binary,Grade 12,C-Sapphire,Full Payment,History,None,38773.52,4978,92.05,2026-02-27,2008-07-20
Courtney Jensen,Male,Grade 6,A-Diamond,Scholarship,Science,Glee Club,21166.95,1088,89.87,2025-06-05,2013-04-06
Mr. Erik Young Jr.,Non-binary,Grade 1,A-Diamond,Late Payment,Literature,Glee Club,21723.3,2751,88.08,2025-10-05,2010-08-14
Cole Richardson,Non-binary,Grade 6,D-Ruby,Late Payment,History,None,33541.38,2822,77.35,2025-06-11,2008-01-02
Amy Mitchell,Non-binary,Grade 1,B-Emerald,Scholarship,History,Glee Club,43024.73,3906,97.18,2025-05-28,2018-11-12
Matthew James Jr.,Male,Grade 12,A-Diamond,Full Payment,History,Arts Club,40753.5,4810,81.92,2025-10-25,2014-01-01
Frank Guzman,Female,Grade 12,B-Emerald,Late Payment,Mathematics,Student Council,36811.81,3572,98.33,2026-02-11,2010-03-01
Joseph Craig,Male,Grade 9,B-Emerald,Late Payment,History,Student Council,23288.63,4068,91.05,2026-02-02,2012-03-17
Christy Mckay,Male,Grade 9,A-Diamond,Late Payment,Science,Student Council,23944.19,1155,95.0,2025-09-15,2013-08-25
Tiffany Wilcox,Male,Grade 3,B-Emerald,Late Payment,Science,Varsity,19389.25,2195,92.4,2025-10-27,2019-07-14
Peter Williamson,Male,Grade 6,A-Diamond,Full Payment,Mathematics,Arts Club,24735.27,3937,92.25,2025-10-16,2017-04-21
Amanda Williams,Non-binary,Grade 7,C-Sapphire,Late Payment,History,None,32946.26,3800,75.71,2025-11-30,2009-06-26
Kevin Patterson,Non-binary,Grade 7,A-Diamond,Full Payment,History,None,29126.09,4985,93.83,2025-07-04,2015-12-15
Tyler Carpenter,Male,Grade 9,B-Emerald,Full Payment,History,None,24765.95,3085,87.83,2025-10-10,2007-08-30
Edward Ortiz,Female,Grade 6,A-Diamond,Late Payment,Mathematics,Glee Club,31480.33,3241,87.17,2025-08-11,2009-12-03
Carlos Hansen,Male,Grade 7,D-Ruby,Late Payment,Science,Arts Club,16393.11,4257,93.74,2025-06-10,2008-12-05
Ryan Watson,Non-binary,Grade 6,A-Diamond,Installment,Computer Science,Glee Club,30466.02,3451,95.18,2025-05-21,2017-05-08
Joshua Spence,Female,Grade 9,D-Ruby,Installment,Mathematics,None,16459.09,702,78.7,2025-12-19,2015-10-12
Angela Cochran,Female,Grade 6,B-Emerald,Full Payment,Literature,Student Council,35875.52,4109,83.43,2025-06-29,2008-06-14
Karen Clark,Female,Grade 12,C-Sapphire,Installment,Science,Student Council,40627.33,3950,95.48,2026-04-07,2015-06-05
Victoria Morgan,Female,Grade 11,C-Sapphire,Installment,Mathematics,None,18038.6,4792,90.25,2025-05-19,2010-11-02
Janice Garcia,Female,Grade 12,C-Sapphire,Installment,Computer Science,Arts Club,39607.34,3764,88.24,2025-10-17,2014-08-07
Lucas Taylor,Male,Grade 1,B-Emerald,Full Payment,Science,Arts Club,22210.48,3932,92.51,2025-08-10,2015-06-02
Susan Goodman,Non-binary,Grade 11,D-Ruby,Full Payment,Computer Science,Student Council,18755.65,742,82.1,2025-07-29,2007-11-07
Jeffery Parker,Female,Grade 9,C-Sapphire,Scholarship,Computer Science,Student Council,19129.47,1782,79.69,2026-04-18,2010-11-22
Sarah French,Male,Grade 12,A-Diamond,Installment,Computer Science,None,41136.66,3375,78.79,2026-04-22,2014-07-12
Aaron Martinez,Male,Grade 6,B-Emerald,Scholarship,Science,None,18894.19,694,84.26,2026-04-11,2017-12-21
Jesse Glover,Male,Grade 1,D-Ruby,Full Payment,Literature,None,19580.16,1032,84.65,2026-01-28,2010-08-22
Kelly Williams,Male,Grade 9,D-Ruby,Installment,Computer Science,Varsity,22748.12,1601,88.58,2025-10-11,2018-12-26
Stephen Phillips,Male,Grade 7,C-Sapphire,Installment,Science,Varsity,37867.62,3485,94.32,2025-07-31,2016-07-22
Robert Johnson,Male,Grade 7,B-Emerald,Scholarship,Literature,Varsity,17645.73,3971,81.23,2026-03-22,2018-05-17
Kimberly Reynolds,Female,Grade 3,A-Diamond,Full Payment,Literature,None,20437.87,2267,83.11,2026-04-19,2018-03-16
Susan Anderson,Male,Grade 1,A-Diamond,Full Payment,Computer Science,Varsity,44095.02,1911,95.36,2025-06-21,2015-11-14
Dawn Walters,Male,Grade 12,C-Sapphire,Late Payment,Mathematics,Varsity,34275.59,1785,85.31,2025-11-08,2017-04-20
Martin Rivera,Male,Grade 6,B-Emerald,Installment,History,Varsity,22963.23,927,91.95,2025-06-07,2011-11-02
Mrs. Cristina Clark,Female,Grade 1,D-Ruby,Scholarship,Mathematics,Arts Club,19840.97,1560,78.29,2026-03-12,2007-11-18
Elizabeth Chavez,Male,Grade 1,B-Emerald,Late Payment,History,Glee Club,23562.54,747,82.71,2025-10-02,2014-11-20
Tara Cobb,Male,Grade 11,B-Emerald,Scholarship,Mathematics,Arts Club,26018.87,3819,96.1,2026-04-08,2010-11-14
Sean Williams,Female,Grade 6,B-Emerald,Full Payment,Science,Varsity,20046.74,4636,77.02,2025-08-23,2009-04-20
Casey Rodriguez,Female,Grade 1,D-Ruby,Scholarship,History,Arts Club,40766.05,3818,85.31,2025-07-24,2014-02-04
Michael Ochoa,Non-binary,Grade 6,B-Emerald,Installment,Science,None,38532.18,3594,76.76,2026-04-06,2012-07-23
Darius Tucker,Male,Grade 1,D-Ruby,Installment,History,Arts Club,20234.9,4084,89.26,2026-02-23,2016-05-04
Jacqueline Jones,Non-binary,Grade 7,C-Sapphire,Full Payment,Mathematics,Glee Club,43162.42,799,98.0,2025-07-17,2011-07-06
Joseph Lopez,Female,Grade 11,C-Sapphire,Scholarship,Mathematics,Varsity,43143.16,3495,95.69,2025-11-25,2018-10-24
Shelby Mcneil,Non-binary,Grade 7,B-Emerald,Installment,Literature,Glee Club,15604.85,4278,76.22,2025-11-14,2018-11-08
Alyssa Dean,Non-binary,Grade 7,C-Sapphire,Late Payment,History,Varsity,28894.07,4362,95.01,2025-06-26,2012-01-09
Taylor Smith,Non-binary,Grade 1,B-Emerald,Full Payment,History,Varsity,38141.31,2187,77.44,2025-10-30,2019-07-07
Derrick Nicholson,Non-binary,Grade 11,A-Diamond,Installment,Computer Science,Glee Club,30824.72,940,80.74,2026-02-17,2007-07-21
Anthony Kelley,Female,Grade 9,D-Ruby,Installment,Computer Science,None,19373.13,4687,97.19,2025-12-06,2012-10-20
Jonathan Hall,Female,Grade 9,D-Ruby,Installment,History,Student Council,20674.72,4189,81.07,2026-03-04,2010-03-12
Larry Hodges,Female,Grade 12,B-Emerald,Full Payment,Mathematics,Student Council,32597.09,1558,75.57,2026-04-26,2012-12-15
Mark Carpenter,Female,Grade 7,B-Emerald,Late Payment,Literature,Arts Club,16788.47,1760,75.66,2026-01-17,2008-07-17
Lauren Jackson,Male,Grade 11,B-Emerald,Late Payment,Science,None,41052.94,1423,90.22,2025-12-31,2016-09-06
Mary Smith,Female,Grade 9,A-Diamond,Scholarship,Computer Science,Student Council,41756.3,3438,79.25,2026-02-07,2016-01-24
Jill Ayers,Female,Grade 6,A-Diamond,Scholarship,Science,None,39786.83,3782,88.59,2025-09-18,2018-08-28
Nicole Bernard,Male,Grade 9,C-Sapphire,Installment,Science,Arts Club,44209.72,2194,88.5,2025-07-05,2017-06-20
Dustin Montgomery,Female,Grade 12,C-Sapphire,Late Payment,Mathematics,None,21228.51,855,76.79,2025-11-16,2011-03-24
Samantha Lewis MD,Female,Grade 1,C-Sapphire,Late Payment,Literature,Arts Club,35434.02,1986,85.91,2026-01-04,2015-11-23
Tiffany Coleman,Non-binary,Grade 12,B-Emerald,Full Payment,Mathematics,Varsity,32349.2,1699,97.51,2025-06-28,2014-03-17
Karen Gregory,Female,Grade 12,A-Diamond,Late Payment,Computer Science,Student Council,27293.59,1083,84.2,2026-01-19,2008-08-19
Keith Hamilton,Male,Grade 12,A-Diamond,Scholarship,History,None,32681.45,1025,78.44,2026-01-11,2012-10-05
Robert White,Female,Grade 11,A-Diamond,Installment,Computer Science,Glee Club,43658.99,2630,79.23,2025-10-29,2014-02-06
Kelsey Jimenez,Male,Grade 11,A-Diamond,Full Payment,History,Arts Club,17794.47,1484,92.29,2025-12-11,2011-07-18
Michelle Hall,Female,Grade 9,D-Ruby,Full Payment,Computer Science,Glee Club,44865.32,2173,77.02,2026-01-23,2009-01-10
Danielle Spencer,Female,Grade 3,C-Sapphire,Installment,Computer Science,Arts Club,33507.83,1095,76.75,2025-06-08,2017-01-09
Ashley Russell,Non-binary,Grade 12,A-Diamond,Scholarship,History,None,27931.19,1929,90.28,2025-05-18,2009-07-24
Nathan Meza,Non-binary,Grade 6,D-Ruby,Scholarship,Science,Varsity,31754.14,3272,82.72,2025-12-23,2017-06-01
Christopher Taylor,Male,Grade 9,C-Sapphire,Full Payment,Science,None,23787.53,4680,92.18,2025-10-18,2016-12-19
Maria Thomas,Non-binary,Grade 7,C-Sapphire,Installment,Mathematics,None,17956.32,4540,90.13,2026-04-04,2018-03-09
Lori Watson,Male,Grade 3,C-Sapphire,Scholarship,Science,Glee Club,15075.69,988,88.08,2026-01-30,2013-09-13
Jonathan Wright,Female,Grade 11,B-Emerald,Scholarship,Computer Science,Glee Club,43029.15,4935,88.56,2025-06-09,2010-04-22
Christopher Griffith,Male,Grade 1,D-Ruby,Full Payment,History,Varsity,44089.37,3912,98.22,2026-04-09,2019-07-10
Matthew Warren,Male,Grade 9,B-Emerald,Installment,History,Glee Club,21127.12,4472,78.4,2025-09-02,2017-01-16
Matthew Warren,Male,Grade 6,D-Ruby,Scholarship,Literature,None,22316.14,3627,95.69,2025-12-12,2010-07-14
Robert Pacheco,Female,Grade 11,A-Diamond,Late Payment,History,Student Council,28046.82,4680,84.88,2025-09-28,2019-07-17
Henry Erickson,Female,Grade 12,C-Sapphire,Full Payment,Computer Science,None,38967.87,2766,81.13,2025-06-23,2020-04-04
Douglas Gonzalez,Non-binary,Grade 3,B-Emerald,Full Payment,Mathematics,Glee Club,40217.8,1908,82.13,2026-01-05,2017-07-27
Victor Navarro,Male,Grade 9,D-Ruby,Late Payment,Literature,Varsity,23994.71,807,96.77,2026-01-02,2013-07-09
Heidi Love MD,Female,Grade 3,B-Emerald,Scholarship,Literature,Glee Club,44087.34,1953,97.12,2025-10-29,2009-07-24
Mason Cobb,Male,Grade 3,B-Emerald,Late Payment,Mathematics,Arts Club,35269.98,2869,94.67,2025-06-16,2016-01-19
Jordan Garcia,Male,Grade 12,A-Diamond,Installment,Literature,Arts Club,23864.72,505,88.5,2025-06-10,2009-10-04
Anthony Kaufman,Non-binary,Grade 9,A-Diamond,Scholarship,History,Varsity,26018.68,761,93.45,2025-08-24,2010-05-27
Robert Dalton,Non-binary,Grade 12,A-Diamond,Scholarship,Science,Varsity,33867.02,532,75.48,2026-01-27,2010-12-22
Erin Gordon,Male,Grade 12,C-Sapphire,Full Payment,History,Student Council,34231.68,4995,86.42,2025-10-22,2012-03-25
Christopher Singh,Male,Grade 7,C-Sapphire,Scholarship,Literature,Student Council,36385.53,4567,93.76,2025-06-04,2016-03-26
Laura Cox,Female,Grade 12,C-Sapphire,Installment,Literature,Glee Club,43463.04,1584,95.07,2025-12-26,2020-02-13
Raymond Ellis,Female,Grade 1,A-Diamond,Late Payment,History,Varsity,36964.31,1035,92.42,2025-10-10,2018-12-15
Nancy Mcguire,Non-binary,Grade 6,A-Diamond,Installment,History,Arts Club,33438.18,2418,77.19,2026-03-04,2012-04-11
Vanessa Leonard,Female,Grade 11,B-Emerald,Late Payment,Computer Science,None,41064.59,4857,87.52,2025-09-30,2012-08-04
Aaron Williams,Male,Grade 12,A-Diamond,Installment,History,Glee Club,44371.25,2557,81.09,2025-09-14,2015-09-09
Jeffrey Romero,Non-binary,Grade 3,C-Sapphire,Full Payment,Science,None,26803.57,3481,92.45,2025-11-27,2016-04-08
Catherine Phillips,Non-binary,Grade 11,A-Diamond,Late Payment,Computer Science,Student Council,35015.32,4566,90.54,2025-06-10,2012-10-20
Anna Chang,Non-binary,Grade 6,D-Ruby,Late Payment,Literature,Varsity,40350.09,2524,97.23,2025-07-11,2020-04-01
Pamela Jimenez,Non-binary,Grade 11,A-Diamond,Late Payment,Computer Science,Varsity,23890.96,3078,75.61,2025-06-16,2017-09-02
Denise Hensley,Non-binary,Grade 11,B-Emerald,Late Payment,Science,Student Council,44189.7,4265,75.86,2026-03-12,2011-12-09
Jerry Green,Male,Grade 3,A-Diamond,Full Payment,Mathematics,Varsity,25368.49,2045,87.56,2026-03-27,2014-05-07
Nicole Jensen,Female,Grade 7,B-Emerald,Late Payment,Science,Glee Club,35763.54,3880,81.0,2025-05-08,2019-04-19
Nicole Jenkins,Male,Grade 9,D-Ruby,Full Payment,Mathematics,Student Council,20500.69,2374,85.29,2025-06-24,2020-01-08
Anthony Hernandez,Female,Grade 3,C-Sapphire,Late Payment,History,Varsity,39729.67,1453,96.34,2025-08-10,2012-02-10
Ms. Melissa Chambers,Non-binary,Grade 12,D-Ruby,Scholarship,History,Arts Club,29893.29,4539,78.68,2025-08-27,2018-02-24
Caroline Harris,Non-binary,Grade 12,D-Ruby,Scholarship,Mathematics,Arts Club,24979.86,4743,95.0,2026-02-11,2014-02-21
Stephanie Cherry,Male,Grade 9,B-Emerald,Installment,Mathematics,Student Council,20511.59,1798,86.18,2025-05-24,2010-01-30
Kathryn Stephenson,Male,Grade 1,C-Sapphire,Scholarship,Literature,None,30225.42,1193,87.58,2025-09-14,2017-11-03
Tyler Payne,Female,Grade 11,B-Emerald,Late Payment,History,None,39982.38,1624,77.4,2025-12-25,2018-08-24
Rachel Pearson,Female,Grade 1,B-Emerald,Late Payment,Science,Varsity,37347.75,4706,92.42,2025-10-02,2016-10-11
Samantha White,Female,Grade 12,D-Ruby,Full Payment,Literature,Student Council,16450.79,3466,90.0,2026-04-26,2010-01-27
Nicolas Holland,Male,Grade 11,A-Diamond,Full Payment,History,None,26747.08,558,87.0,2025-06-23,2009-02-25
Grace Vincent,Male,Grade 9,A-Diamond,Full Payment,Computer Science,Student Council,17025.6,3845,98.37,2025-08-06,2010-12-25
Travis Hicks,Female,Grade 11,A-Diamond,Scholarship,Literature,Glee Club,21699.65,4716,99.0,2025-05-09,2014-07-03
Dustin Thomas,Non-binary,Grade 9,C-Sapphire,Scholarship,Literature,Arts Club,35523.04,1665,88.91,2026-03-18,2017-04-14
Richard Mcdonald,Female,Grade 12,C-Sapphire,Installment,Science,Varsity,23524.15,1946,94.01,2025-06-18,2018-12-02
Jacob Ramos,Male,Grade 3,C-Sapphire,Installment,Science,Glee Club,31057.59,790,93.13,2025-05-13,2015-02-14
Madison Rodriguez,Male,Grade 3,C-Sapphire,Installment,Science,Student Council,31181.09,2067,85.6,2026-03-01,2010-01-25
Justin Brown,Female,Grade 6,B-Emerald,Installment,Literature,Arts Club,26658.85,4985,87.83,2026-04-21,2014-11-18
Hunter Hunter,Female,Grade 12,B-Emerald,Scholarship,Mathematics,Varsity,39383.02,3191,97.97,2026-01-02,2010-02-19
Robert Hawkins,Male,Grade 12,A-Diamond,Full Payment,Computer Science,Glee Club,18729.74,1705,87.05,2026-02-09,2012-07-27
Alyssa Simmons,Non-binary,Grade 6,B-Emerald,Full Payment,History,Glee Club,44148.21,4203,96.45,2025-05-22,2008-02-08
Heather Mcpherson,Female,Grade 9,D-Ruby,Full Payment,Literature,Varsity,44890.82,4377,93.8,2025-05-10,2013-07-31
Stacy Nolan,Male,Grade 3,C-Sapphire,Installment,Science,Glee Club,25093.3,4790,84.72,2026-04-07,2016-10-29
Stephen Burke,Female,Grade 9,D-Ruby,Late Payment,Mathematics,Arts Club,17512.12,2650,80.88,2026-04-23,2011-03-25
Marie Hatfield,Female,Grade 7,A-Diamond,Scholarship,History,Glee Club,15865.76,4672,94.75,2025-11-26,2007-09-12
Janet Simmons,Non-binary,Grade 12,D-Ruby,Late Payment,Mathematics,Student Council,27105.83,3744,81.64,2026-01-03,2013-03-19
Norma Huber,Non-binary,Grade 1,C-Sapphire,Installment,Literature,Varsity,15112.15,4469,84.51,2025-07-02,2011-08-18
Destiny Chapman,Female,Grade 3,D-Ruby,Installment,Literature,Arts Club,40211.23,1979,81.72,2026-01-20,2017-04-14
Joshua Paul,Male,Grade 6,A-Diamond,Late Payment,Science,None,35238.38,882,85.24,2026-02-08,2013-09-24
Matthew Sellers,Male,Grade 6,A-Diamond,Scholarship,Literature,Student Council,43154.41,3426,84.38,2025-11-12,2009-10-25
Audrey Anderson,Non-binary,Grade 9,A-Diamond,Installment,Literature,Glee Club,18887.13,2260,79.05,2025-07-25,2016-10-28
Arthur Steele,Male,Grade 1,C-Sapphire,Late Payment,Science,Varsity,18849.29,2286,79.25,2025-06-30,2016-07-10
Ashley Campbell,Non-binary,Grade 1,A-Diamond,Scholarship,History,None,26408.13,4702,75.27,2025-12-17,2015-09-17
Justin Richmond,Female,Grade 12,B-Emerald,Installment,History,None,16747.1,1177,97.28,2025-07-12,2017-09-02
Michael Wood,Non-binary,Grade 1,A-Diamond,Full Payment,Science,Arts Club,17869.01,1023,89.07,2025-09-04,2007-08-15
Kelly Vazquez,Male,Grade 7,C-Sapphire,Scholarship,Science,Arts Club,16196.22,4966,93.37,2025-07-18,2007-09-04
Mario Reese,Male,Grade 7,C-Sapphire,Installment,Literature,Arts Club,26655.7,1394,84.31,2025-12-02,2010-07-01
Kimberly Kent,Male,Grade 6,D-Ruby,Full Payment,Literature,Glee Club,35475.34,2545,94.74,2025-12-03,2013-08-25
Sarah Nunez,Male,Grade 1,D-Ruby,Late Payment,Computer Science,None,35158.88,602,81.84,2026-01-21,2011-10-13
Tracy Nelson,Male,Grade 3,D-Ruby,Late Payment,History,None,19347.64,3274,86.61,2026-04-07,2017-03-23
Tyler Rice,Female,Grade 3,C-Sapphire,Scholarship,History,Varsity,27600.51,2524,98.1,2025-10-14,2017-05-06
Michelle Lawson,Non-binary,Grade 1,C-Sapphire,Installment,Science,Student Council,32047.16,2155,83.53,2025-12-19,2017-09-27
Anna Stewart,Female,Grade 11,D-Ruby,Late Payment,History,Varsity,39962.74,976,85.08,2025-09-28,2008-11-13
Jacob Sanchez,Female,Grade 3,D-Ruby,Scholarship,Computer Science,Glee Club,24612.77,3109,77.73,2025-09-13,2017-09-10
Melissa Kennedy,Female,Grade 12,D-Ruby,Installment,Mathematics,Student Council,39785.41,2806,83.87,2025-10-28,2012-07-10
John Hughes,Non-binary,Grade 6,C-Sapphire,Installment,Literature,None,32419.5,1770,80.65,2025-11-07,2010-05-12
Ms. Loretta Case,Non-binary,Grade 12,A-Diamond,Late Payment,Computer Science,None,26761.48,2427,89.73,2025-06-24,2018-11-03
Steven Franklin,Male,Grade 7,D-Ruby,Scholarship,Mathematics,Varsity,26549.66,3675,90.14,2026-01-02,2012-04-24
Misty Moore,Male,Grade 6,D-Ruby,Scholarship,Literature,None,16440.51,2233,77.8,2025-08-20,2017-10-21
Claudia Hart,Male,Grade 12,C-Sapphire,Full Payment,Computer Science,Arts Club,25958.5,580,75.52,2026-03-27,2008-07-24
Summer Lopez,Non-binary,Grade 7,B-Emerald,Installment,Computer Science,Varsity,24667.4,3629,88.05,2025-12-13,2012-07-28
Joy Hall,Male,Grade 3,C-Sapphire,Late Payment,Computer Science,Arts Club,43480.52,2035,82.86,2026-02-08,2010-03-18
Jordan Rodriguez,Non-binary,Grade 3,B-Emerald,Late Payment,Science,Arts Club,44294.46,1166,85.91,2026-03-21,2012-11-23
Carol Ramos,Female,Grade 7,B-Emerald,Scholarship,Mathematics,Arts Club,35646.38,4781,86.64,2026-03-26,2014-06-12
Kevin Williams,Female,Grade 7,B-Emerald,Full Payment,Mathematics,Glee Club,21870.83,2172,93.84,2025-12-07,2016-11-14
Larry Harris,Female,Grade 12,A-Diamond,Installment,History,None,36105.12,3845,84.53,2026-03-19,2014-07-15
Brian Williams,Female,Grade 12,A-Diamond,Late Payment,Mathematics,Student Council,21123.38,4099,84.65,2026-01-02,2007-12-02
Gregory Daniels,Male,Grade 12,B-Emerald,Installment,Science,Arts Club,16895.7,2447,96.06,2025-05-23,2018-03-19
Melissa Craig,Male,Grade 12,C-Sapphire,Scholarship,Science,None,26745.84,4374,93.4,2025-12-31,2019-09-03
Lauren Meza,Non-binary,Grade 1,A-Diamond,Late Payment,Computer Science,Student Council,25639.92,2035,91.54,2025-12-14,2017-02-18
Amy Dudley,Female,Grade 11,B-Emerald,Scholarship,Computer Science,Glee Club,39117.28,3444,79.8,2025-07-21,2018-01-02
Matthew Martinez,Non-binary,Grade 12,C-Sapphire,Installment,Computer Science,Varsity,31280.69,4998,87.01,2025-05-13,2016-07-07
Sandra Mason,Non-binary,Grade 12,C-Sapphire,Installment,Computer Science,Arts Club,33184.37,3514,89.13,2025-09-17,2017-03-27
Regina Price,Female,Grade 1,B-Emerald,Full Payment,Literature,None,26603.67,748,98.92,2025-10-24,2014-04-29
Ashley Carson,Female,Grade 6,C-Sapphire,Full Payment,Literature,Student Council,40927.42,2462,84.09,2025-09-02,2015-02-13
Eric Anderson,Male,Grade 11,D-Ruby,Late Payment,History,Varsity,15741.1,4466,84.48,2025-10-18,2014-11-05
Daniel Peck,Female,Grade 3,B-Emerald,Full Payment,Literature,None,23449.6,700,82.68,2025-09-21,2019-10-20
Andrew Weaver,Female,Grade 1,B-Emerald,Full Payment,Literature,Glee Club,31871.73,4004,90.24,2025-10-30,2008-12-20
Pamela Nunez,Male,Grade 12,D-Ruby,Full Payment,Literature,Glee Club,18428.04,4872,95.0,2025-06-17,2019-08-11
Anna Kennedy,Male,Grade 11,D-Ruby,Installment,Literature,Student Council,32103.41,3461,81.25,2025-10-14,2008-04-01
Jeffrey Craig,Female,Grade 6,C-Sapphire,Installment,Literature,Arts Club,15613.62,1324,91.81,2025-11-10,2010-06-10
Michael Taylor,Female,Grade 11,A-Diamond,Late Payment,History,None,28318.75,1554,81.77,2025-06-03,2014-04-28
Julie Wilson,Male,Grade 7,D-Ruby,Scholarship,Literature,Student Council,24515.5,3101,82.31,2026-04-09,2020-03-22
Alyssa Hernandez,Male,Grade 11,B-Emerald,Late Payment,History,None,21585.33,555,80.25,2025-09-19,2013-11-22
Melissa Webster,Non-binary,Grade 11,C-Sapphire,Installment,Literature,Arts Club,41901.9,4504,96.53,2025-11-15,2019-01-07
Justin Richardson,Male,Grade 3,B-Emerald,Scholarship,Computer Science,Varsity,24934.76,595,76.36,2025-10-16,2009-02-04
Danielle Thompson MD,Non-binary,Grade 11,B-Emerald,Scholarship,Literature,None,40865.12,2095,92.13,2026-02-20,2010-11-19
Kevin Rogers,Male,Grade 7,C-Sapphire,Full Payment,Mathematics,Student Council,44258.55,4071,89.02,2025-11-03,2017-06-18
Linda Calderon,Male,Grade 6,D-Ruby,Full Payment,Literature,Student Council,29858.08,4474,83.85,2025-06-19,2014-12-04
Katrina Edwards DDS,Female,Grade 11,A-Diamond,Late Payment,Science,Glee Club,44754.82,4313,75.59,2025-12-19,2017-11-13
Eric Ferguson,Male,Grade 7,D-Ruby,Scholarship,Science,None,40728.43,2981,87.18,2026-03-09,2007-06-01
Lisa Garza,Female,Grade 1,A-Diamond,Full Payment,Literature,Glee Club,36666.55,3498,85.81,2025-07-18,2017-05-30
Eric Barton,Female,Grade 9,B-Emerald,Installment,Mathematics,Glee Club,33027.18,1952,97.3,2025-07-05,2008-10-21
Andre Mitchell,Male,Grade 12,B-Emerald,Installment,Mathematics,Varsity,26338.58,4784,97.14,2025-12-14,2016-11-30
Tony Long,Female,Grade 1,C-Sapphire,Scholarship,Computer Science,Varsity,31271.85,1064,85.43,2025-12-07,2007-06-23
Angela Ramirez,Female,Grade 7,C-Sapphire,Full Payment,History,Student Council,41798.57,2053,92.3,2025-07-01,2007-08-21
Joshua Strong,Non-binary,Grade 1,C-Sapphire,Full Payment,Computer Science,Glee Club,22426.46,3549,95.84,2025-12-04,2014-07-26
Mr. Kenneth Mcknight DDS,Female,Grade 6,B-Emerald,Scholarship,History,Glee Club,21441.02,4903,98.37,2025-12-17,2009-08-10
Christopher Cohen,Male,Grade 9,A-Diamond,Late Payment,Literature,Varsity,41210.38,2342,86.26,2026-03-06,2009-04-04
Danielle Cox,Male,Grade 1,A-Diamond,Scholarship,Computer Science,Glee Club,42314.3,2457,80.86,2025-10-26,2016-03-06
Michael Rodriguez,Female,Grade 12,C-Sapphire,Installment,Computer Science,Glee Club,19444.52,2362,88.79,2026-02-21,2019-01-10
Joseph Mckinney,Male,Grade 12,A-Diamond,Scholarship,History,Glee Club,21763.2,4448,98.19,2026-01-26,2016-08-29
Kathryn Watson,Female,Grade 6,A-Diamond,Installment,Computer Science,Glee Club,29642.76,3412,92.91,2025-05-24,2008-09-19
Samantha Scott,Female,Grade 12,D-Ruby,Full Payment,Literature,None,31106.29,2232,94.87,2025-12-08,2012-06-05
Laura Barker,Female,Grade 12,C-Sapphire,Scholarship,History,Varsity,39145.47,2981,84.47,2025-08-10,2015-08-11
Andre Torres,Female,Grade 7,B-Emerald,Scholarship,History,Arts Club,31899.68,4342,95.8,2026-03-20,2013-12-25
Mary Wong,Non-binary,Grade 1,A-Diamond,Installment,History,Glee Club,20156.12,1466,83.18,2026-01-19,2018-05-20
Carlos Mitchell,Female,Grade 9,B-Emerald,Scholarship,Mathematics,Varsity,34204.01,4247,90.02,2025-10-14,2012-08-22
Ms. Holly Gray,Male,Grade 9,A-Diamond,Installment,Literature,Arts Club,42946.44,1213,77.52,2025-12-24,2009-09-17
